核准編號,行政區,里別,臺北市核准地點,團體名稱,電話,經度,緯度
254,中山區,江寧,民權東路3段60巷11號對面(圍牆邊),台北市心理復健家屬聯合協會,(02)23660399,121.542311,25.060729
255,中山區,中央,長春路163巷口（圍牆邊）,台北市心理復健家屬聯合協會,(02)23660399,121.533693,25.054845
256,松山區,龍田,延壽街330巷13號對面,台北市心理復健家屬聯合協會,(02)23660399,121.560354,25.054867
257,松山區,新聚,東興路15巷口(便利商店旁),台北市心理復健家屬聯合協會,(02)23660399,121.565681,25.049381
258,中山區,力行,遼寧街62巷口,台北市心理復健家屬聯合協會,(02)23660399,121.542049,25.050681
259,松山區,富錦,新東街51巷與三民路交叉口(行道樹旁),台北市心理復健家屬聯合協會,(02)23660399,121.563275,25.061618
260,中山區,新生,中原街110號對面,台北市心理復健家屬聯合協會,(02)23660399,121.528981,25.060763
261,中山區,成功,明水路606巷口（行道樹旁）,台北市心理復健家屬聯合協會,(02)23660399,121.551462,25.082108
262,松山區,龍田,光復北路155巷口,台北市心理復健家屬聯合協會,(02)23660399,121.555943,25.055424
263,中山區,中原,吉林路108巷6號對面(圍牆邊),台北市心理復健家屬聯合協會,(02)23660399,121.529434,25.053413
264,中山區,中原,吉林路132號對面（電器設備旁）,台北市心理復健家屬聯合協會,(02)23660399,121.530105,25.055331
265,信義區,中坡,福德街137巷8弄(龍門社區圍牆邊),台北市心理復健家屬聯合協會,(02)23660399,121.582763,25.037023
266,北投區,中庸,大業路695號,台北市心理復健家屬聯合協會,(02)23660399,121.5001431,25.13712478
267,北投區,溫泉,溫泉路73巷5號斜對面燈桿旁,台北市心理復健家屬聯合協會,(02)23660399,121.5064164,25.13577993
268,中山區,中吉,長春路與一江街交叉口(電信設備旁),台北市心理復健家屬聯合協會,(02)23660399,121.5314788,25.05474108
269,中山區,成功,明水路與樂群二路交叉口(公車站牌旁),台北市心理復健家屬聯合協會,(02)23660399,121.552514,25.080103
270,松山區,新益,撫遠街261巷底與塔悠路交叉口,台北市心理復健家屬聯合協會,(02)23660399,121.568259,25.062132
271,士林區,忠誠,德行東路132巷7弄3號底與忠誠路1段交叉口,台北市私立彩虹村家園,(02)28914110,121.52967,25.10701
272,松山區,美仁,寧安街12號對面停車場旁,台北市私立彩虹村家園,(02)28914110,121.55476,25.05027
273,松山區,復源,八德路3段158巷49號轉角,台北市私立彩虹村家園,(02)28914110,121.55538,25.04592
274,士林區,聖山,德行東路240巷7號對面電線桿中間,台北市私立彩虹村家園,(02)28914110,121.53383,25.10907
275,士林區,聖山,忠誠路1段173巷口,台北市私立彩虹村家園,(02)28914110,121.5313,25.1081
276,萬華區,壽德,萬大路423巷43號旁,台北市私立彩虹村家園,(02)28914110,121.50041,25.02138
277,士林區,芝山,德行東路256號對面公告欄旁,台北市私立彩虹村家園,(02)28914110,121.53452,25.10965
278,士林區,天玉,天母西路3之65號前,台北市私立彩虹村家園,(02)28914110,121.52982,25.11901
279,北投區,開明,復興四路與開明街口,台北市私立彩虹村家園,(02)28914110,121.50027,25.1422
280,北投區,開明,長壽路與珠海路口,台北市私立彩虹村家園,(02)28914110,121.50591,25.14204
281,萬華區,忠德,德昌街154巷口,台北市私立彩虹村家園,(02)28914110,121.49608,25.02401
282,萬華區,忠德,東園街66巷與寶興街口,台北市私立彩虹村家園,(02)28914110,121.49503,25.02489
283,萬華區,忠德,東園街22號旁,台北市私立彩虹村家園,(02)28914110,121.49575,25.02732
284,士林區,三玉,忠誠路2段21巷45弄7號對面,台北市私立彩虹村家園,(02)28914110,121.53286,25.11042
285,士林區,葫蘆,延平北路5段285巷53號對面,台北市私立彩虹村家園,(02)28914110,121.50743,25.08502
286,士林區,三玉,忠誠路2段24號旁人行道上,台北市私立彩虹村家園,(02)28914110,121.53032,25.10931
287,中正區,水源,羅斯福路4段52巷16弄口,台北市私立彩虹村家園,(02)28914110,121.53363,25.01454
288,中正區,水源,汀州路3段164號對面,台北市私立彩虹村家園,(02)28914110,121.53463,25.01345
289,信義區,安康,松德路200巷松德公園與停車場旁,台北市私立彩虹村家園,(02)28914110,121.57339,25.03467
290,信義區,安康,信義路6段15巷與松德路133巷口(安強公園內凸透鏡旁),台北市私立彩虹村家園,(02)28914110,121.57524,25.03694
291,士林區,天玉,天玉街16巷1號旁,台北市私立彩虹村家園,(02)28914110,121.52822,25.12079
292,大同區,蓬萊,民權西路133巷口,台北市私立彩虹村家園,(02)28914110,121.51709,25.06312
293,松山區,富泰,民生東路5段184之2號前,台北市私立彩虹村家園,(02)28914110,121.56373,25.0586
294,松山區,介壽,延壽街376號對面,台北市私立彩虹村家園,(02)28914110,121.55806,25.05648
295,松山區,介壽,新中街4巷21號旁,台北市私立彩虹村家園,(02)28914110,121.56164,25.05783
296,文山區,萬盛,羅斯福路5段53巷5號,台北市私立彩虹村家園,(02)28914110,121.53944,25.00663
297,文山區,興邦,興隆路2段123巷14號對面公園,台北市私立彩虹村家園,(02)28914110,121.54727,25.0006
298,文山區,興旺,福興路82巷90號斜對面,台北市私立彩虹村家園,(02)28914110,121.54965,25.00544
299,士林區,芝山,士東路266巷6弄1-1號旁,台北市私立彩虹村家園,(02)28914110,121.53649,25.11235
300,士林區,蘭雅,德行東路109巷63弄10號旁,台北市私立彩虹村家園,(02)28914110,121.52777,25.10962
301,北投區,東華,致遠三路47號,台北市私立彩虹村家園,(02)28914110,121.511768,25.120574
302,文山區,順興,木新路2段156號前,台北市私立彩虹村家園,(02)28914110,121.5688695,24.9841914
303,內湖區,金瑞,金龍路211號對面,台北市私立彩虹村家園,(02)28914110,121.5873629,25.0879999
304,文山區,樟林,光輝?40號,台北市私立彩虹村家園,(02)28914110,121.5548648,24.98575838
305,萬華區,華中,萬大路424巷3弄1號旁,台北市私立彩虹村家園,(02)28914110,121.4977708,25.02120067
306,士林區,仁勇,小北街23號對面,臺北市唐氏症家長協會,(02)22782321,121.5260381,25.090773
307,士林區,仁勇,大西路86號對面,臺北市唐氏症家長協會,(02)22782321,121.5249013,25.09196509
308,士林區,福中,大南路285巷7號對面(公園旁),臺北市唐氏症家長協會,(02)22782321,121.5189526,25.08854527
309,士林區,福志,福志路2號電箱旁,臺北市唐氏症家長協會,(02)22782321,121.532146,25.098404
310,士林區,福志,中山北路5段698巷37號旁,臺北市唐氏症家長協會,(02)22782321,121.5288081,25.09776352
311,士林區,德行,德行西路30號前,臺北市唐氏症家長協會,(02)22782321,121.5233876,25.10572253
312,大同區,光能,南京西路25巷與赤峰街17巷口,臺北市唐氏症家長協會,(02)22782321,121.5202792,25.05366644
313,大同區,光能,承德路2段91巷口,臺北市唐氏症家長協會,(02)22782321,121.518435,25.056317
314,大同區,南芳,民權西路244號前方郵筒旁,臺北市唐氏症家長協會,(02)22782321,121.5127398,25.06282638
315,大同區,國慶,昌吉街95巷口（昌吉街端）,臺北市唐氏症家長協會,(02)22782321,121.5131372,25.0661159
316,大同區,國慶,延平北路3段113巷20號對面,臺北市唐氏症家長協會,(02)22782321,121.511869,25.06830153
317,大同區,國慶,重慶北路3段236巷4號對面,臺北市唐氏症家長協會,(02)22782321,121.5130763,25.07055854
318,大同區,揚雅,重慶北路3段113巷28號,臺北市唐氏症家長協會,(02)22782321,121.5150413,25.06729927
319,大同區,斯文,民族西路76巷1弄口,臺北市唐氏症家長協會,(02)22782321,121.5180547,25.06844676
320,大同區,雙連,承德路2段167號前,臺北市唐氏症家長協會,(02)22782321,121.5183302,25.05824642
321,中山區,正義,長安東路1段77巷4弄4之1號對面,臺北市唐氏症家長協會,(02)22782321,121.52815,25.04866329
322,中山區,正義,林森北路85巷52號對面,臺北市唐氏症家長協會,(02)22782321,121.5266651,25.04949192
323,中山區,行政,松江路469巷43號前,臺北市唐氏症家長協會,(02)22782321,121.5352702,25.06581009
324,中山區,晴光,雙城街18巷口,臺北市唐氏症家長協會,(02)22782321,121.5242221,25.06544394
325,中山區,松江,民生東路2段147巷與建國北路2段116巷口,臺北市唐氏症家長協會,(02)22782321,121.5348173,25.05912351
326,中山區,松江,民權東路2段152巷口,臺北市唐氏症家長協會,(02)22782321,121.5346866,25.06230921
327,中山區,松江,錦州街298號對面,臺北市唐氏症家長協會,(02)22782321,121.5359561,25.06031003
328,中山區,松江,松江路235巷口,臺北市唐氏症家長協會,(02)22782321,121.5333784,25.05889051
329,大安區,正聲,光復南路290巷25號旁,臺北市唐氏症家長協會,(02)22782321,121.55635,25.03943
330,大安區,民炤,仁愛路3段24巷1弄口和仁愛路3段24巷口,臺北市唐氏症家長協會,(02)22782321,121.5356168,25.03718346
331,松山區,中正,八德路2段451巷口,臺北市唐氏症家長協會,(02)22782321,121.5474989,25.0493188
332,松山區,復源,光復南路32巷與八德路3段158巷口,臺北市唐氏症家長協會,(02)22782321,121.5553138,25.04641498
333,信義區,正和,仁愛路4段512巷16號之1對面（廟後方）,臺北市唐氏症家長協會,(02)22782321,121.560684,25.036448
334,南港區,鴻福,中坡南路72號對面,臺北市唐氏症家長協會,(02)22782321,121.585053,25.041811
335,萬華區,新安,萬大路277巷33弄口,臺北市唐氏症家長協會,(02)22782321,121.5017857,25.0255549
336,南港區,鴻福,成福路178巷與福德街300巷對面公園,臺北市唐氏症家長協會,(02)22782321,121.58627,25.041616
337,松山區,復源,八德路3段106巷62號旁,臺北市唐氏症家長協會,(02)22782321,121.5540317,25.0462873
341,士林區,芝山,士東路266巷20弄12號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.53598,25.11123
342,內湖區,湖興,成功路2段320巷60號對面電箱旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.58782,25.06774
343,北投區,奇岩,公館路228巷口,財團法人台北市樹仁社會福利基金會,(02)28936122,121.50786,25.12645
344,士林區,天福,天母東路8巷19弄對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.53173,25.11748
345,士林區,東山,德行東路331巷對面角,財團法人台北市樹仁社會福利基金會,(02)28936122,121.538,25.11349
346,士林區,芝山,德行東路378巷口,財團法人台北市樹仁社會福利基金會,(02)28936122,121.53981,25.1106
347,北投區,東華,東華街2段266號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.50813,25.12077
348,北投區,吉利,吉利街280巷27弄23號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.51114,25.11743
349,士林區,社子,社中街141號,財團法人台北市樹仁社會福利基金會,(02)28936122,121.5096,25.09055
350,北投區,奇岩,公館路211號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.5077,25.1276
351,北投區,吉利,石牌路1段39巷131弄2號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.50991,25.11779
352,士林區,舊佳,後街12號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.52465,25.09807
353,南港區,舊莊,舊莊街1段199巷11弄2號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.62258,25.03973
354,松山區,吉祥,八德路4段245巷32弄2號,財團法人台北市樹仁社會福利基金會,(02)28936122,121.56441,25.05006
355,內湖區,紫星,星雲街31號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.59135,25.07867
356,內湖區,碧山,內湖路3段60巷8弄28號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.59155,25.08796
357,北投區,吉利,致遠二路86號旁（電箱旁）,財團法人台北市樹仁社會福利基金會,(02)28936122,121.51229,25.11676
358,士林區,福志,福志路50號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.53039,25.09893
359,士林區,福志,福志路101號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.52863,25.09855
360,北投區,中庸,中和街347號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.49935,25.14148
361,中正區,螢圃,同安街48號左前方,財團法人台北市樹仁社會福利基金會,(02)28936122,121.5216,25.0241
362,中正區,文北,杭州南路1段101巷27號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.52719,25.03744
363,松山區,介壽,民生東路5段56號前（電箱旁）,財團法人台北市樹仁社會福利基金會,(02)28936122,121.55806,25.05838
364,士林區,三玉,德行東路203巷4號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.53263,25.10929
365,文山區,順興,木新路3段74巷8弄1號,財團法人台北市樹仁社會福利基金會,(02)28936122,121.56337,24.98293
366,內湖區,金瑞,內湖路3段365號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.58351,25.08973
367,士林區,永倫,延平北路6段258巷16號對面,財團法人台北市樹仁社會福利基金會,(02)28936122,121.50374,25.08997
368,中正區,愛國,中華路2段77號前,財團法人台北市樹仁社會福利基金會,(02)28936122,121.50588,25.03427
369,中正區,愛國,中華路2段75巷9號對面杭園內,財團法人台北市樹仁社會福利基金會,(02)28936122,121.5064234,25.03389136
370,士林區,天福,天母東?70號前,財團法人台北市樹仁社會福利基金會,(02)28936122,121.5349847,25.1179798
371,士林區,前港,後港街118號對面電信箱旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.521324,25.0867345
372,大安區,通安,安和路2段57號,財團法人台北市樹仁社會福利基金會,(02)28936122,121.5525606,25.03105906
373,中正區,頂東,汀州路2段263號,財團法人台北市樹仁社會福利基金會,(02)28936122,121.5236815,25.0225756
374,萬華區,華中,萬大路618巷35號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.494843,25.01768212
375,萬華區,華中,萬大路486巷35號旁,財團法人台北市樹仁社會福利基金會,(02)28936122,121.4963815,25.02019792
376,松山區,介壽,新中街2巷口,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.561293,25.058802
377,松山區,復勢,光復北路60巷19號對面,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.556409,25.049812
378,松山區,復源,市民大道4段257號旁,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.554848,25.24476
379,松山區,吉仁,八德路3段106巷與延吉街5巷口,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.554244,25.046313
380,松山區,復源,八德路3段106巷60號正對面(公園旁),財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.55411,25.046221
381,內湖區,五分,五分街41號對面,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.613697,25.067535
382,士林區,蘭興,磺溪街55巷19號斜對面電線桿旁,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.522034,25.107453
383,士林區,後港,大南路通河東街1段交會處,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.515591,25.089402
384,士林區,福中,福港街205號百齡國小,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.518794,25.085815
385,士林區,天祿,忠誠路2段118巷11弄口,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.530802,25.113673
386,士林區,社子,社中街39號對面,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.510337,25.088184
387,北投區,中心,泉源路25號旁,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.506009,25.139554
388,內湖區,金龍,成功路4段234號旁空地對面,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.596736,25.084555
389,內湖區,麗山,內湖路1段411巷62弄斜對面,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.571533,25.083492
390,南港區,舊莊,南深路21巷口旁人行道底,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.621451,25.037988
391,士林區,天山,天母東路43巷4弄口,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.533381,25.118518
392,士林區,天山,中山北路7段14巷(抽水站面電話亭旁),財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.533312,25.119851
393,士林區,芝山,芝玉路2段88巷2號斜對面,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.533362,25.112505
394,士林區,岩山,至誠路1段62巷12號對面變電箱旁,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.536461,25.101634
395,士林區,忠誠,忠誠路1段100巷口（電燈桿旁）,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.528149,25.10564
396,南港區,重陽,重陽路187巷7號斜對面電箱旁,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.598478,25.057589
397,南港區,東明,南港路2段178巷電箱旁,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.5991566,25.05516306
398,松山區,民有,民生東路3段113巷25弄13號正對面公園,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.546554,25.059776
399,內湖區,葫洲,民權東路6段296巷66-3號對面105號對面,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.608765,25.070397
400,士林區,聖山,忠誠路1段149號,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.529823,25.1064
401,信義區,景勤,信安街83號旁,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.55742,25.025796
402,士林區,東山,士東路352巷口,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.540139,25.113118
403,內湖區,麗山,內湖路1段387巷17號對面(西湖公園樓梯旁),財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.570663,25.083403
404,士林區,明勝,通河街76巷邊公佈欄,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.520149,25.080141
405,士林區,芝山,德行東路283巷口,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,121.535879,25.111535
406,中正區,文盛,羅斯福路3段244巷10弄1-1號圍牆外變電箱邊,台北市肌萎縮症病友協會,(02)27272321,121.5307767,25.01671189
407,大安區,古風,泰順街54巷與龍泉街84號對面變電箱邊,台北市肌萎縮症病友協會,(02)27272321,121.529344,25.02297059
408,南港區,南港,興華路與東明街口(立體停車場變電箱下),台北市肌萎縮症病友協會,(02)27272321,121.605836,25.05603136
409,信義區,景聯,基隆路2段79巷32號邊,台北市肌萎縮症病友協會,(02)27272321,121.5597259,25.02938034
410,信義區,四維,虎林街75號旁邊路燈桿旁,台北市肌萎縮症病友協會,(02)27272321,121.5771039,25.04525387
411,信義區,六藝,永吉路180巷69號對面布告欄邊,台北市肌萎縮症病友協會,(02)27272321,121.5714876,25.04352468
412,信義區,雅祥,松信路38號對面人行道,台北市肌萎縮症病友協會,(02)27272321,121.5721152,25.04787081
413,信義區,雅祥,基隆路1段35巷7弄1號旁,台北市肌萎縮症病友協會,(02)27272321,121.5703626,25.04791683
414,信義區,三犁,信義路5段150巷38-6號反光鏡下,台北市肌萎縮症病友協會,(02)27272321,121.5703923,25.02600666
415,信義區,興雅,忠孝東路5段71巷全聯旁人行道,台北市肌萎縮症病友協會,(02)27272321,121.5674066,25.04340761
416,信義區,四育,虎林街46巷32號對面反光鏡邊人行道,台北市肌萎縮症病友協會,(02)27272321,121.5748012,25.04739045
417,信義區,興雅,忠孝東路5段71巷11弄2號對面路燈旁人行道,台北市肌萎縮症病友協會,(02)27272321,121.5674013,25.04207934
418,信義區,長春,忠孝東路5段295巷14號對面圍牆邊,台北市肌萎縮症病友協會,(02)27272321,121.5726052,25.04226618
419,信義區,三張,松仁路202巷2弄36號邊(電信箱)人行道,台北市肌萎縮症病友協會,(02)27272321,121.5680608,25.02858024
420,信義區,中坡,中坡南路182號對面電信箱旁人行道,台北市肌萎縮症病友協會,(02)27272321,121.5840706,25.03860658
421,信義區,永春,松山路287巷1-1號對面圍牆邊人行道,台北市肌萎縮症病友協會,(02)27272321,121.5784633,25.04291947
422,信義區,松光,松山路515巷20號對面變電箱邊人行道,台北市肌萎縮症病友協會,(02)27272321,121.5790728,25.03872545
423,信義區,惠安,吳興街394巷口對面圍牆變電箱邊,台北市肌萎縮症病友協會,(02)27272321,121.5674756,25.02483031
424,信義區,黎順,基隆路2段159巷口右側人行道,台北市肌萎縮症病友協會,(02)27272321,121.5540915,25.02559243
425,信義區,雙和,吳興街284巷24弄口1-1號邊,台北市肌萎縮症病友協會,(02)27272321,121.5635863,25.02437099
426,信義區,景聯,吳興街44-1號對面路燈邊,台北市肌萎縮症病友協會,(02)27272321,121.5601483,25.03130973
427,中正區,林興,羅斯福路3段284巷與羅斯福路3段316巷9弄口,台北市肌萎縮症病友協會,(02)27272321,121.5315602,25.01590055
428,信義區,雙和,吳興街284巷28弄2號對面路燈邊,台北市肌萎縮症病友協會,(02)27272321,121.5630959,25.02340488
429,信義區,景聯,基隆路2段79巷1號對面圍牆邊人行道,台北市肌萎縮症病友協會,(02)27272321,121.5584251,25.03002132
430,信義區,四育,虎林街32號邊變電箱與郵筒中間,台北市肌萎縮症病友協會,(02)27272321,121.5760776,25.04812968
431,信義區,永春,忠孝東路5段621巷4號對面路燈邊,台北市肌萎縮症病友協會,(02)27272321,121.5789416,25.04208294
432,信義區,雅祥,永吉路127巷8號對面人行道,台北市肌萎縮症病友協會,(02)27272321,121.5704324,25.04619385
433,信義區,松光,林口街77號對面電信箱邊人行道,台北市肌萎縮症病友協會,(02)27272321,121.579099,25.0391985
434,大安區,古風,龍泉街93巷與泰順街62巷口(古亭國小人行道週邊),台北市肌萎縮症病友協會,(02)27272321,121.5301501,25.02146431
435,信義區,興雅,永吉路30巷167弄34號路口人行道,台北市肌萎縮症病友協會,(02)27272321,121.5696577,25.04487531
436,士林區,天山,中山北路7段14巷5弄2號對面,台北市脊髓損傷者協會,(02)25986062,121.53144,25.11882
437,北投區,奇岩,公館路92巷口,台北市脊髓損傷者協會,(02)25986062,121.50462,25.13084
438,北投區,八仙,立農街1段20號對面,台北市脊髓損傷者協會,(02)25986062,121.50291,25.11936
439,士林區,三玉,忠誠路2段46號,台北市脊髓損傷者協會,(02)25986062,121.53034,25.11021
440,北投區,大同,大同街88號前牆邊,台北市脊髓損傷者協會,(02)25986062,121.49859,25.13364
441,北投區,大同,大興街23巷25號前,台北市脊髓損傷者協會,(02)25986062,121.4983,25.13083
442,北投區,八仙,崇仁路1段155巷2號對面樹旁,台北市脊髓損傷者協會,(02)25986062,121.50227,25.12374
443,大同區,民權,錦西街53巷口旁,台北市脊髓損傷者協會,(02)25986062,121.5161,25.05992
444,大同區,至聖,大龍街187巷口,台北市脊髓損傷者協會,(02)25986062,121.51598,25.06967
445,大同區,雙連,寧夏路57巷口,台北市脊髓損傷者協會,(02)25986062,121.51544,25.05771
446,內湖區,金湖,成功路5段79號前,台北市脊髓損傷者協會,(02)25986062,121.60558,25.07386
447,松山區,吉仁,八德路3段106巷1號對面公園邊,台北市脊髓損傷者協會,(02)25986062,121.55342,25.04803
448,萬華區,新起,長沙街2段40巷口電信設備邊,台北市脊髓損傷者協會,(02)25986062,121.50643,25.04062
449,文山區,明義,興隆路4段與下崙路口榕樹旁,台北市脊髓損傷者協會,(02)25986062,121.5607,24.98668
450,文山區,萬祥,景明街14巷口,台北市脊髓損傷者協會,(02)25986062,121.54129,25.00187
451,文山區,萬有,景興路10巷7號旁對面,台北市脊髓損傷者協會,(02)25986062,121.54389,24.99796
452,文山區,萬有,興隆路1段184巷4弄口公園路燈旁,台北市脊髓損傷者協會,(02)25986062,121.54255,25.00054
453,文山區,興泰,辛亥路4段188巷口樹邊,台北市脊髓損傷者協會,(02)25986062,121.55586,25.0031
454,大安區,錦華,和平東路1段11巷24號對面,台北市脊髓損傷者協會,(02)25986062,121.52263,25.02796
455,大安區,錦華,和平東路1段55巷口(排水溝旁),台北市脊髓損傷者協會,(02)25986062,121.52441,25.02726
466,松山區,吉祥,八德路4段245巷52弄5號旁,臺北市弱勢者發展協會,(02)25429529,121.5636211,25.050645
467,士林區,蘭雅,中山北路6段290巷7弄1號對面,臺北市弱勢者發展協會,(02)25429529,121.5261713,25.110267
468,北投區,開明,中和街232號旁,臺北市弱勢者發展協會,(02)25429529,121.501616,25.139518
469,北投區,開明,珠海路105號對面 ,臺北市弱勢者發展協會,(02)25429529,121.505685,25.141864
470,松山區,新益,富錦街562巷1號對面,臺北市弱勢者發展協會,(02)25429529,121.5671472,25.062348
471,松山區,中正,南京東路3段338巷與敦化北路4巷(交通管制箱旁),臺北市弱勢者發展協會,(02)25429529,121.5477077,25.0514782
472,松山區,中正,南京東路3段303巷7弄7號對面,臺北市弱勢者發展協會,(02)25429529,121.5458759,25.0533855
473,松山區,中正,復興北路17巷交叉口,臺北市弱勢者發展協會,(02)25429529,121.5440581,25.0492947
474,松山區,中正,敦化北路4巷31號對面,臺北市弱勢者發展協會,(02)25429529,121.5455589,25.0500981
475,松山區,東勢,南京東路4段131號旁,臺北市弱勢者發展協會,(02)25429529,121.5549643,25.052111
476,松山區,東勢,南京東路4段179巷5號前,臺北市弱勢者發展協會,(02)25429529,121.5549643,25.052111
477,松山區,中正,長春路454號旁,臺北市弱勢者發展協會,(02)25429529,121.5552813,25.05318161
478,松山區,吉祥,南京東路5段66巷4號旁,臺北市弱勢者發展協會,(02)25429529,121.5607527,25.050976
479,松山區,鵬程,健康路325巷7號前,臺北市弱勢者發展協會,(02)25429529,121.566375,25.055613
480,松山區,鵬程,健康路325巷6弄27號對面,臺北市弱勢者發展協會,(02)25429529,121.5683801,25.055396
481,松山區,新聚,南京東路5段250巷3之2號旁,臺北市弱勢者發展協會,(02)25429529,121.5657575,25.050802
482,松山區,復盛,光復南路17巷1號前,臺北市弱勢者發展協會,(02)25429529,121.5580777,25.047378
483,松山區,復勢,南京東路4段120巷19弄口,臺北市弱勢者發展協會,(02)25429529,121.554673,25.052621
484,松山區,復勢,八德路3段155巷20弄15號對面,臺北市弱勢者發展協會,(02)25429529,121.5561155,25.049535
485,松山區,美仁,八德路3段99巷12號對面公廁旁,臺北市弱勢者發展協會,(02)25429529,121.5535306,25.049187
486,松山區,敦化,八德路3段12巷51弄1號對面,臺北市弱勢者發展協會,(02)25429529,121.5508631,25.046531
487,松山區,敦化,八德路3段12巷52弄30號旁,臺北市弱勢者發展協會,(02)25429529,121.5496701,25.046426
488,大安區,通安,樂利路27巷1號對面,臺北市弱勢者發展協會,(02)25429529,121.5530541,25.02906218
489,松山區,新東,新東街33號對面,臺北市弱勢者發展協會,(02)25429529,121.5665527,25.06137134
490,松山區,新東,民生東路5段234號旁,臺北市弱勢者發展協會,(02)25429529,121.5681334,25.05956321
491,文山區,興福,景華街177巷4-1號旁,臺北市弱勢者發展協會,(02)25429529,121.5485335,24.99927731
492,士林區,天玉,中山北路7段81巷45號旁,臺北市弱勢者發展協會,(02)25429529,121.52839,25.12234
493,文山區,興福,景華街121巷7弄2號旁,臺北市弱勢者發展協會,(02)25429529,121.547364,24.99654593
494,松山區,東光,健康路182號對面（長壽公園）,臺北市弱勢者發展協會,(02)25429529,121.55936,25.035389
495,松山區,東光,南京東路5段123巷6弄24號對面,臺北市弱勢者發展協會,(02)25429529,121.56186,25.05315
496,松山區,民福,五常街370號對面空地榕樹前,臺北市視障藝文發展協會,(02)25912695,121.2454968,25.06435211
497,松山區,吉祥,南京東路5段66巷22弄與光復北路11巷50號旁巷口路燈下,臺北市視障藝文發展協會,(02)25912695,121.5598711,25.04982541
498,松山區,中華,敦化北路155巷66弄與165巷交叉口,臺北市視障藝文發展協會,(02)25912695,121.5513762,25.0547216
499,中山區,下埤,復興北路514巷10號旁,臺北市視障藝文發展協會,(02)25912695,121.5436923,25.0659441
500,中山區,中央,松江路127號與四平街口變電箱旁,臺北市視障藝文發展協會,(02)25912695,121.5331895,25.0535862
501,中山區,中央,松江路123巷與伊通街口變電箱旁,臺北市視障藝文發展協會,(02)25912695,121.5347569,25.0529210.
502,中山區,中央,建國北路2段與四平街口,臺北市視障藝文發展協會,(02)25912695,121.5365104,25.0536014
